term,count,level,name
GO:0034545,7,5,fumarylpyruvate hydrolase activity
GO:0051722,7,4,protein C-terminal methylesterase activity
GO:0062189,7,6,"anandamide 14,15 epoxidase activity"
GO:0031770,7,6,growth hormone-releasing hormone receptor binding
GO:0001565,7,3,phorbol ester receptor activity
GO:0035757,7,6,chemokine (C-C motif) ligand 19 binding
GO:0030108,7,6,HLA-A specific activating MHC class I receptor activity
GO:0008675,7,5,2-dehydro-3-deoxy-phosphogluconate aldolase activity
GO:0033164,7,7,glycolipid 6-alpha-mannosyltransferase activity
GO:0052730,7,6,sarcosine N-methyltransferase activity
GO:0008692,7,5,3-hydroxybutyryl-CoA epimerase activity
GO:0008774,7,5,acetaldehyde dehydrogenase (acetylating) activity
GO:0004038,7,5,allantoinase activity
GO:0102966,7,5,arachidoyl-CoA:1-dodecanol O-acyltransferase activity
GO:0038048,7,6,dynorphin receptor activity
GO:0001607,7,6,neuromedin U receptor activity
GO:0052814,7,7,medium-chain-aldehyde dehydrogenase activity
GO:0015375,7,5,glycine:sodium symporter activity
GO:0035501,7,4,MH1 domain binding
GO:1902098,7,3,calcitriol binding
GO:0015420,7,4,ATPase-coupled vitamin B12 transmembrane transporter activity
GO:0015192,7,5,L-phenylalanine transmembrane transporter activity
GO:0016161,7,6,beta-amylase activity
GO:0015128,7,5,gluconate transmembrane transporter activity
GO:0099579,7,5,G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential
GO:0097604,7,6,temperature-gated cation channel activity
GO:0034005,7,7,germacrene-A synthase activity
GO:0032440,7,5,2-alkenal reductase [NAD(P)+] activity
GO:0038117,7,7,C-C motif chemokine 19 receptor activity
GO:0004923,7,6,leukemia inhibitory factor receptor activity
GO:0003974,7,5,UDP-N-acetylglucosamine 4-epimerase activity
GO:0103117,7,5,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity
GO:0047256,7,6,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity"
GO:0008689,7,6,3-demethylubiquinone-9 3-O-methyltransferase activity
GO:0043754,7,5,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
GO:0120048,7,4,U6 snRNA (adenine-(43)-N(6))-methyltransferase activity
GO:0102351,7,5,gamma-aminobutyrate transaminase (glyoxylate dependent) activity
GO:0010328,7,4,auxin influx transmembrane transporter activity
GO:0034480,7,7,phosphatidylcholine phospholipase C activity
GO:0000823,7,6,"inositol-1,4,5-trisphosphate 6-kinase activity"
GO:0008759,7,4,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
GO:0009014,7,5,succinyl-diaminopimelate desuccinylase activity
GO:0047464,7,5,heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0090624,7,6,"endoribonuclease activity, cleaving miRNA-paired mRNA"
GO:0060422,7,5,peptidyl-dipeptidase inhibitor activity
GO:0103047,7,5,methyl beta-D-glucoside 6-phosphate glucohydrolase activity
GO:0015207,7,5,adenine transmembrane transporter activity
GO:0015389,7,5,pyrimidine- and adenine-specific:sodium symporter activity
GO:0090541,7,4,MIT domain binding
GO:1903425,7,5,fluoride transmembrane transporter activity
GO:0004848,7,5,ureidoglycolate hydrolase activity
GO:0008777,7,4,acetylornithine deacetylase activity
GO:0008696,7,5,4-amino-4-deoxychorismate lyase activity
GO:0001626,7,6,nociceptin receptor activity
GO:0023030,7,6,"MHC class Ib protein binding, via antigen binding groove"
GO:0097161,7,4,DH domain binding
GO:0001096,7,3,TFIIF-class transcription factor complex binding
GO:0016819,7,4,"hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides"
GO:0045519,7,5,interleukin-23 receptor binding
GO:0120019,7,5,phosphatidylcholine transfer activity
GO:0008456,7,6,alpha-N-acetylgalactosaminidase activity
GO:0031686,7,6,A1 adenosine receptor binding
GO:0004676,7,5,3-phosphoinositide-dependent protein kinase activity
GO:0030785,7,6,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity
GO:0030171,7,6,voltage-gated proton channel activity
GO:0044603,7,3,protein adenylylhydrolase activity
GO:0071820,7,8,N-box binding
GO:0046538,7,6,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity"
GO:0080054,7,6,low-affinity nitrate transmembrane transporter activity
GO:1901683,7,4,arsenate ion transmembrane transporter activity
GO:0042931,7,4,enterobactin transmembrane transporter activity
GO:0047941,7,5,glucuronolactone reductase activity
GO:0004141,7,5,dethiobiotin synthase activity
GO:0017042,7,5,glycosylceramidase activity
GO:0004160,7,5,dihydroxy-acid dehydratase activity
GO:0052883,7,5,tyrosine ammonia-lyase activity
GO:0019807,7,5,aspartoacylase activity
GO:0140090,7,3,membrane curvature sensor activity
GO:0030377,7,3,urokinase plasminogen activator receptor activity
GO:0047443,7,5,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
GO:0062186,7,5,anandamide epoxidase activity
GO:0086059,7,8,voltage-gated calcium channel activity involved SA node cell action potential
GO:0097682,7,7,"intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity"
GO:0008700,7,5,4-hydroxy-2-oxoglutarate aldolase activity
GO:0052904,7,5,N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity
GO:0035755,7,6,cardiolipin hydrolase activity
GO:0033134,7,5,ubiquitin activating enzyme binding
GO:0070856,7,6,myosin VI light chain binding
GO:0005289,7,6,high-affinity arginine transmembrane transporter activity
GO:0045152,7,3,antisigma factor binding
GO:0016621,7,5,cinnamoyl-CoA reductase activity
GO:0005292,7,6,high-affinity lysine transmembrane transporter activity
GO:0052886,7,5,"9,9'-dicis-carotene:quinone oxidoreductase activity"
GO:0016719,7,4,"carotene 7,8-desaturase activity"
GO:0046811,7,4,histone deacetylase inhibitor activity
GO:0047621,7,5,acylpyruvate hydrolase activity
GO:0001785,7,8,prostaglandin J receptor activity
GO:0033934,7,5,"glucan 1,4-alpha-maltotriohydrolase activity"
GO:0036140,7,3,peptidyl-asparagine 3-dioxygenase activity
GO:0008706,7,7,6-phospho-beta-glucosidase activity
GO:0004361,7,5,glutaryl-CoA dehydrogenase activity
GO:0047619,7,5,acylcarnitine hydrolase activity
GO:0042299,7,5,lupeol synthase activity
GO:0070506,7,3,high-density lipoprotein particle receptor activity
GO:0010854,7,4,adenylate cyclase regulator activity
GO:0036328,7,7,VEGF-C-activated receptor activity
GO:0016492,7,6,G protein-coupled neurotensin receptor activity
GO:0086062,7,9,voltage-gated sodium channel activity involved in Purkinje myocyte action potential
GO:0042164,7,5,interleukin-12 alpha subunit binding
GO:0004790,7,6,thioether S-methyltransferase activity
GO:0036139,7,3,peptidyl-histidine dioxygenase activity
GO:0017060,7,6,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity
GO:0033817,7,5,beta-ketoacyl-acyl-carrier-protein synthase II activity
GO:0046557,6,7,"glucan endo-1,6-beta-glucosidase activity"
GO:0008412,6,6,4-hydroxybenzoate octaprenyltransferase activity
GO:0047280,6,5,nicotinamide phosphoribosyltransferase activity
GO:0034899,6,5,trimethylamine monooxygenase activity
GO:0045523,6,5,interleukin-27 receptor binding
GO:0102193,6,3,protein-ribulosamine 3-kinase activity
GO:0050126,6,5,N-carbamoylputrescine amidase activity
GO:0047933,6,5,"glucose-1,6-bisphosphate synthase activity"
GO:0097079,6,5,selenite:proton symporter activity
GO:0009679,6,6,hexose:proton symporter activity
GO:0043890,6,5,N-acetylgalactosamine-6-sulfatase activity
GO:0033737,6,4,1-pyrroline dehydrogenase activity
GO:0016848,6,3,carbon-halide lyase activity
GO:0080083,6,7,beta-gentiobiose beta-glucosidase activity
GO:0035643,6,6,L-DOPA receptor activity
GO:0004355,6,6,glutamate synthase (NADPH) activity
GO:0031771,6,7,type 1 hypocretin receptor binding
GO:0004446,6,7,inositol-hexakisphosphate phosphatase activity
GO:0016979,6,3,lipoate-protein ligase activity
GO:0042835,6,5,BRE binding
GO:0047571,6,5,3-oxosteroid 1-dehydrogenase activity
GO:0030305,6,5,heparanase activity
GO:0031772,6,7,type 2 hypocretin receptor binding
GO:0003942,6,5,N-acetyl-gamma-glutamyl-phosphate reductase activity
GO:0047315,6,6,kynurenine-glyoxylate transaminase activity
GO:0008854,6,6,exodeoxyribonuclease V activity
GO:0061628,6,5,H3K27me3 modified histone binding
GO:0070612,6,6,histone methyltransferase activity (H2A-R3 specific)
GO:0038022,6,5,G protein-coupled olfactory receptor activity
GO:0051120,6,3,hepoxilin A3 synthase activity
GO:0045130,6,5,keratan sulfotransferase activity
GO:0080046,6,6,quercetin 4'-O-glucosyltransferase activity
GO:0052927,6,4,CTP:tRNA cytidylyltransferase activity
GO:0052909,6,7,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
GO:0034336,6,5,misfolded RNA binding
GO:0004780,6,7,sulfate adenylyltransferase (ADP) activity
GO:0050560,6,5,aspartate-tRNA(Asn) ligase activity
GO:0004495,6,5,mevaldate reductase activity
GO:0004909,6,6,"interleukin-1, type I, activating receptor activity"
GO:0015045,6,5,rubredoxin-NAD(P)+ reductase activity
GO:0047402,6,3,protein-glucosylgalactosylhydroxylysine glucosidase activity
GO:0005213,6,2,structural constituent of egg chorion
GO:0005456,6,6,CMP-N-acetylneuraminate transmembrane transporter activity
GO:0008084,6,5,imaginal disc growth factor receptor binding
GO:0009884,6,4,cytokinin receptor activity
GO:0099567,6,7,calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0052917,6,7,"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity"
GO:0102341,6,5,3-oxo-lignoceroyl-CoA reductase activity
GO:0004686,6,6,elongation factor-2 kinase activity
GO:0005169,6,7,neurotrophin TRKB receptor binding
GO:0035400,6,5,histone tyrosine kinase activity
GO:0030744,6,6,luteolin O-methyltransferase activity
GO:0031851,6,6,kappa-type opioid receptor binding
GO:0036263,6,6,L-DOPA monooxygenase activity
GO:0008397,6,4,sterol 12-alpha-hydroxylase activity
GO:0000824,6,6,inositol tetrakisphosphate 3-kinase activity
GO:0009905,6,4,ent-copalyl diphosphate synthase activity
GO:0033836,6,6,flavonol 7-O-beta-glucosyltransferase activity
GO:0001108,6,4,bacterial-type RNA polymerase holo enzyme binding
GO:0042324,6,6,hypocretin receptor binding
GO:0004920,6,5,interleukin-10 receptor activity
GO:0047746,6,5,chlorophyllase activity
GO:0047681,6,5,aryl-alcohol dehydrogenase (NADP+) activity
GO:0001406,6,4,glycerophosphodiester transmembrane transporter activity
GO:0070540,6,5,stearic acid binding
GO:0008111,6,4,alpha-methylacyl-CoA racemase activity
GO:0030977,6,4,taurine binding
GO:0050632,6,5,propionyl-CoA C2-trimethyltridecanoyltransferase activity
GO:0010296,6,4,prenylcysteine methylesterase activity
GO:0047749,6,5,cholestanetriol 26-monooxygenase activity
GO:0052928,6,4,CTP:3'-cytidine-tRNA cytidylyltransferase activity
GO:0001409,6,6,guanine nucleotide transmembrane transporter activity
GO:0070737,6,4,"protein-glycine ligase activity, elongating"
GO:0047381,6,6,dodecanoyl-[acyl-carrier-protein] hydrolase activity
GO:0008760,6,4,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GO:0038177,6,5,death receptor agonist activity
GO:0009486,6,4,cytochrome bo3 ubiquinol oxidase activity
GO:1904713,6,3,beta-catenin destruction complex binding
GO:0070320,6,6,inward rectifier potassium channel inhibitor activity
GO:0071858,6,6,corazonin receptor binding
GO:0004395,6,7,hexaprenyldihydroxybenzoate methyltransferase activity
GO:0047046,6,5,homoisocitrate dehydrogenase activity
GO:1990136,6,5,linoleate 9S-lipoxygenase activity
GO:0005309,6,5,creatine:sodium symporter activity
GO:0030379,6,4,"neurotensin receptor activity, non-G protein-coupled"
GO:0042736,6,5,NADH kinase activity
GO:0031691,6,6,alpha-1A adrenergic receptor binding
GO:0046911,6,5,metal chelating activity
GO:0004915,6,5,interleukin-6 receptor activity
GO:0047042,6,6,androsterone dehydrogenase (B-specific) activity
GO:0004136,6,8,deoxyadenosine kinase activity
GO:0008793,6,5,aromatic-amino-acid:2-oxoglutarate aminotransferase activity
GO:0019726,6,6,mevaldate reductase (NADPH) activity
GO:0110152,6,5,RNA NAD-cap (NAD-forming) hydrolase activity
GO:0043115,6,5,precorrin-2 dehydrogenase activity
GO:0019806,6,3,bromide peroxidase activity
GO:0008404,6,6,"arachidonic acid 14,15-epoxygenase activity"
GO:0052902,6,5,spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity
GO:0102167,6,5,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity
GO:0052826,6,8,inositol hexakisphosphate 2-phosphatase activity
GO:0106073,6,6,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity"
GO:0047015,6,5,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity
GO:0034768,6,5,(E)-beta-ocimene synthase activity
GO:0047453,6,5,ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0032843,6,5,hydroperoxide reductase activity
GO:0001165,6,7,RNA polymerase I cis-regulatory region sequence-specific DNA binding
GO:0009883,6,4,red or far-red light photoreceptor activity
GO:0102571,6,5,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity
GO:0030429,6,5,kynureninase activity
GO:0047747,6,5,cholate-CoA ligase activity
GO:0061634,6,5,alpha-D-xyloside xylohydrolase
GO:0102340,6,5,3-oxo-behenoyl-CoA reductase activity
GO:0061712,6,4,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0033814,6,6,propanoyl-CoA C-acyltransferase activity
GO:0102726,6,5,DIMBOA glucoside beta-D-glucosidase activity
GO:0009899,6,6,ent-kaurene synthase activity
GO:0003940,6,5,L-iduronidase activity
GO:0050023,6,5,L-fuconate dehydratase activity
GO:1904928,6,5,coreceptor activity involved in canonical Wnt signaling pathway
GO:0008674,6,5,2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity
GO:0015044,6,6,rubredoxin-NAD+ reductase activity
GO:0008990,6,6,rRNA (guanine-N2-)-methyltransferase activity
GO:0043210,6,3,alkanesulfonate binding
GO:0003949,6,5,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
GO:0009917,6,4,sterol 5-alpha reductase activity
GO:0016501,6,8,prostacyclin receptor activity
GO:0047620,6,5,acylglycerol kinase activity
GO:1990448,6,3,exon-exon junction complex binding
GO:0002114,6,5,interleukin-33 receptor activity
GO:0102339,6,5,3-oxo-arachidoyl-CoA reductase activity
GO:0036487,6,4,nitric-oxide synthase inhibitor activity
GO:0008405,6,6,"arachidonic acid 11,12-epoxygenase activity"
GO:0047298,6,5,(S)-3-amino-2-methylpropionate transaminase activity
GO:1904854,6,3,proteasome core complex binding
GO:0004381,6,6,fucosylgalactoside 3-alpha-galactosyltransferase activity
GO:0042656,6,6,JUN kinase kinase kinase kinase activity
GO:0000985,6,7,bacterial-type RNA polymerase core promoter sequence-specific DNA binding
GO:0019137,6,5,thioglucosidase activity
GO:0000297,6,4,spermine transmembrane transporter activity
GO:0071795,6,5,K11-linked polyubiquitin modification-dependent protein binding
GO:0018467,6,7,formaldehyde dehydrogenase activity
GO:0086087,6,8,voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization
GO:0015424,6,6,ATPase-coupled amino acid transmembrane transporter activity
GO:0000010,6,4,trans-hexaprenyltranstransferase activity
GO:0008750,6,6,NAD(P)+ transhydrogenase (AB-specific) activity
GO:0062078,6,3,TSC1-TSC2 complex binding
GO:0005151,6,6,"interleukin-1, type II receptor binding"
GO:0004783,6,5,sulfite reductase (NADPH) activity
GO:0016162,6,5,"cellulose 1,4-beta-cellobiosidase activity"
GO:0033907,6,5,beta-D-fucosidase activity
GO:0010429,6,4,methyl-CpNpN binding
GO:0018601,6,5,4-nitrophenol 2-monooxygenase activity
GO:0016041,6,5,glutamate synthase (ferredoxin) activity
GO:0004910,6,6,"interleukin-1, type II, blocking receptor activity"
GO:0050270,6,4,S-adenosylhomocysteine deaminase activity
GO:0102758,6,5,very-long-chain enoyl-CoA reductase activity
GO:0018628,6,5,"terephthalate 1,2-dioxygenase activity"
GO:0033882,6,6,choloyl-CoA hydrolase activity
GO:0018826,6,4,methionine gamma-lyase activity
GO:0004398,6,5,histidine decarboxylase activity
GO:0047326,6,6,inositol tetrakisphosphate 5-kinase activity
GO:0009036,6,6,type II site-specific deoxyribonuclease activity
GO:0086090,6,8,voltage-gated potassium channel activity involved in SA node cell action potential repolarization
GO:0015620,6,4,ferric-enterobactin transmembrane transporter activity
GO:0016696,6,4,"oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor"
GO:0008840,6,5,4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0005020,6,6,stem cell factor receptor activity
GO:0140359,6,6,ABC-type transmembrane transporter activity
GO:0102200,6,6,N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity
GO:0015275,6,7,"stretch-activated, cation-selective, calcium channel activity"
GO:0015121,6,5,phosphoenolpyruvate:phosphate antiporter activity
GO:0031862,6,5,prostanoid receptor binding
GO:0008112,6,6,nicotinamide N-methyltransferase activity
GO:0070089,6,7,chloride-activated potassium channel activity
GO:0016524,6,4,latrotoxin receptor activity
GO:0102342,6,5,3-oxo-cerotoyl-CoA reductase activity
GO:0031856,6,5,parathyroid hormone receptor binding
GO:0047693,6,7,ATP diphosphatase activity
GO:0046871,6,3,N-acetylgalactosamine binding
GO:0016852,6,3,sirohydrochlorin cobaltochelatase activity
GO:0010736,6,8,serum response element binding
GO:0099580,6,6,ion antiporter activity involved in regulation of postsynaptic membrane potential
GO:1990757,6,5,ubiquitin ligase activator activity
GO:0031723,6,7,CXCR4 chemokine receptor binding
GO:1904929,6,5,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
GO:0046423,6,3,allene-oxide cyclase activity
GO:0010279,6,5,indole-3-acetic acid amido synthetase activity
GO:0016643,6,4,"oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor"
GO:0042924,6,5,neuromedin U binding
GO:0120053,6,6,"ribitol beta-1,4-xylosyltransferase activity"
GO:0001855,6,4,complement component C4b binding
GO:0034200,6,6,"D,D-heptose 1,7-bisphosphate phosphatase activity"
GO:0015382,6,6,sodium:sulfate symporter activity
GO:0034784,6,4,pivalyl-CoA mutase activity
GO:0008673,6,5,2-dehydro-3-deoxygluconokinase activity
GO:0102166,6,5,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity
GO:0035401,6,6,histone kinase activity (H3-Y41 specific)
GO:0019156,6,3,isoamylase activity
GO:1990244,6,6,histone kinase activity (H2A-T120 specific)
GO:0015208,6,5,guanine transmembrane transporter activity
GO:0033946,6,6,"xyloglucan-specific endo-beta-1,4-glucanase activity"
GO:0106223,6,4,germacrene A hydroxylase activity
GO:0047020,6,5,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity
GO:0008663,6,7,"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity"
GO:0004621,6,7,glycosylphosphatidylinositol phospholipase D activity
GO:0004604,6,5,phosphoadenylyl-sulfate reductase (thioredoxin) activity
GO:0019148,6,4,D-cysteine desulfhydrase activity
GO:0070191,6,5,methionine-R-sulfoxide reductase activity
GO:0047609,6,4,acetylputrescine deacetylase activity
GO:0072544,6,3,L-DOPA binding
GO:0010420,6,6,"3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity"
GO:1904855,6,3,proteasome regulatory particle binding
GO:0033748,6,4,hydrogenase (acceptor) activity
GO:0050354,6,5,triokinase activity
GO:0047427,6,6,cyanoalanine nitrilase activity
GO:0005307,6,5,choline:sodium symporter activity
GO:0052873,6,5,FMN reductase (NADPH) activity
GO:0004918,5,7,interleukin-8 receptor activity
GO:0001567,5,4,cholesterol 25-hydroxylase activity
GO:0099181,5,3,structural constituent of presynapse
GO:0050019,5,5,L-arabinitol 4-dehydrogenase activity
GO:1905594,5,3,resveratrol binding
GO:0047274,5,6,galactinol-sucrose galactosyltransferase activity
GO:0062193,5,4,D-ribose pyranase activity
GO:0008496,5,7,"mannan endo-1,6-alpha-mannosidase activity"
GO:0052729,5,6,dimethylglycine N-methyltransferase activity
GO:0004130,5,3,cytochrome-c peroxidase activity
GO:0004603,5,6,phenylethanolamine N-methyltransferase activity
GO:0009702,5,5,L-arabinokinase activity
GO:0008833,5,6,deoxyribonuclease IV (phage-T4-induced) activity
GO:0015446,5,5,ATPase-coupled arsenite transmembrane transporter activity
GO:0047305,5,5,(R)-3-amino-2-methylpropionate-pyruvate transaminase activity
GO:0045352,5,6,interleukin-1 type I receptor antagonist activity
GO:0008657,5,5,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity"
GO:0043993,5,11,histone acetyltransferase activity (H3-K18 specific)
GO:0005043,5,5,netrin receptor activity involved in chemorepulsion
GO:0042922,5,6,neuromedin U receptor binding
GO:0035248,5,6,"alpha-1,4-N-acetylgalactosaminyltransferase activity"
GO:0047433,5,5,branched-chain-2-oxoacid decarboxylase activity
GO:0106162,5,7,mRNA N-acetyltransferase activity
GO:0140338,5,5,sphingomyelin transfer activity
GO:0008676,5,4,3-deoxy-8-phosphooctulonate synthase activity
GO:0004400,5,5,histidinol-phosphate transaminase activity
GO:0033982,5,5,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
GO:0003911,5,4,DNA ligase (NAD+) activity
GO:0047290,5,5,"(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity"
GO:0004051,5,5,arachidonate 5-lipoxygenase activity
GO:0052600,5,5,"propane-1,3-diamine oxidase activity"
GO:0052599,5,5,methylputrescine oxidase activity
GO:0030410,5,4,nicotianamine synthase activity
GO:0008852,5,6,exodeoxyribonuclease I activity
GO:0052598,5,5,histamine oxidase activity
GO:0008011,5,4,structural constituent of pupal chitin-based cuticle
GO:0052908,5,7,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity
GO:0004835,5,3,tubulin-tyrosine ligase activity
GO:0015565,5,5,threonine efflux transmembrane transporter activity
GO:0080107,5,4,8-methylthiopropyl glucosinolate S-oxygenase activity
GO:0050337,5,5,thiosulfate-thiol sulfurtransferase activity
GO:0062124,5,3,4-hydroxybutyrate receptor activity
GO:0042279,5,5,"nitrite reductase (cytochrome, ammonia-forming) activity"
GO:0008226,5,5,tyramine receptor activity
GO:0031857,5,6,type 1 parathyroid hormone receptor binding
GO:0036199,5,5,cholest-4-en-3-one 26-monooxygenase activity
GO:1904493,5,2,tetrahydrofolyl-poly(glutamate) polymer binding
GO:0080130,5,6,L-phenylalanine:2-oxoglutarate aminotransferase activity
GO:0030266,5,5,quinate 3-dehydrogenase (NAD+) activity
GO:0004417,5,5,hydroxyethylthiazole kinase activity
GO:0047159,5,6,1-alkenylglycerophosphocholine O-acyltransferase activity
GO:1990955,5,6,G-rich single-stranded DNA binding
GO:0050362,5,6,L-tryptophan:2-oxoglutarate aminotransferase activity
GO:0050368,5,5,"tyrosine 2,3-aminomutase activity"
GO:0044017,5,11,histone acetyltransferase activity (H3-K27 specific)
GO:0003711,5,2,transcription elongation regulator activity
GO:0043918,5,4,cadaverine aminopropyltransferase activity
GO:0060175,5,4,brain-derived neurotrophic factor-activated receptor activity
GO:0004876,5,5,complement component C3a receptor activity
GO:0015066,5,4,alpha-amylase inhibitor activity
GO:0071667,5,4,DNA/RNA hybrid binding
GO:0008767,5,4,UDP-galactopyranose mutase activity
GO:0050502,5,6,cis-zeatin O-beta-D-glucosyltransferase activity
GO:0046715,5,5,active borate transmembrane transporter activity
GO:0008894,5,6,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity"
GO:0102732,5,5,"myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity"
GO:0052918,5,7,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0032500,5,3,muramyl dipeptide binding
GO:0004026,5,7,alcohol O-acetyltransferase activity
GO:0015159,5,4,polysaccharide transmembrane transporter activity
GO:0032841,5,3,calcitonin binding
GO:0044466,5,7,glutaryl-CoA hydrolase activity
GO:0045353,5,6,interleukin-1 type II receptor antagonist activity
GO:0016966,5,5,nitric oxide reductase activity
GO:0047869,5,4,dimethylpropiothetin dethiomethylase activity
GO:0045289,5,4,luciferin monooxygenase activity
GO:0140340,5,5,cerebroside transfer activity
GO:0030697,5,6,S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
GO:0047517,5,5,"1,4-beta-D-xylan synthase activity"
GO:0044594,5,5,17-beta-hydroxysteroid dehydrogenase (NAD+) activity
GO:0022885,5,4,bacteriocin transmembrane transporter activity
GO:0030973,5,4,molybdate ion binding
GO:0061811,5,3,ADP-ribosyl cyclase activity
GO:0047735,5,4,cellobiose dehydrogenase (acceptor) activity
GO:0019154,5,4,glycolate dehydrogenase activity
GO:0050528,5,5,acyloxyacyl hydrolase activity
GO:0008785,5,5,alkyl hydroperoxide reductase activity
GO:0038025,5,4,reelin receptor activity
GO:0034008,5,5,R-linalool synthase activity
GO:1990930,5,4,RNA N1-methyladenosine dioxygenase activity
GO:0061769,5,5,ribosylnicotinate kinase activity
GO:0036373,5,5,L-fucose mutarotase activity
GO:0070974,5,4,POU domain binding
GO:0015636,5,4,short-chain fatty acid transmembrane transporter activity
GO:1990407,5,5,calcitonin gene-related peptide binding
GO:0086038,5,8,calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential
GO:0061812,5,5,cyclic ADP-ribose hydrolase
GO:0050614,5,5,delta24-sterol reductase activity
GO:0140348,5,5,lysophosphatidylcholine flippase activity
GO:0008883,5,4,glutamyl-tRNA reductase activity
GO:0017020,5,5,myosin phosphatase regulator activity
GO:0070529,5,5,L-tryptophan aminotransferase activity
GO:0051743,5,5,red chlorophyll catabolite reductase activity
GO:0043798,5,5,glycerate 2-kinase activity
GO:0034007,5,5,S-linalool synthase activity
GO:0047434,5,5,indolepyruvate decarboxylase activity
GO:0102559,5,5,protein-(glutamine-N5) methyltransferase activity
GO:0102264,5,5,tRNA-dihydrouridine20 synthase activity
GO:0034012,5,3,FAD-AMP lyase (cyclizing) activity
GO:0070546,5,5,L-phenylalanine aminotransferase activity
GO:0018477,5,7,benzaldehyde dehydrogenase (NADP+) activity
GO:0004131,5,4,cytosine deaminase activity
GO:0003943,5,5,N-acetylgalactosamine-4-sulfatase activity
GO:0010326,5,5,methionine-oxo-acid transaminase activity
GO:0140339,5,5,phosphatidylglycerol transfer activity
GO:1990605,5,5,GU repeat RNA binding
GO:0030519,5,4,snoRNP binding
GO:0005019,5,7,platelet-derived growth factor beta-receptor activity
GO:0001512,5,3,dihydronicotinamide riboside quinone reductase activity
GO:0051990,5,4,(R)-2-hydroxyglutarate dehydrogenase activity
GO:0070287,5,2,ferritin receptor activity
GO:0050459,5,5,ethanolamine-phosphate phospho-lyase activity
GO:0038121,5,7,C-C motif chemokine 21 receptor activity
GO:0034318,5,6,alcohol O-acyltransferase activity
GO:0030985,5,4,high molecular weight kininogen binding
GO:0022894,5,8,Intermediate conductance calcium-activated potassium channel activity
GO:0004509,5,4,steroid 21-monooxygenase activity
GO:0031737,5,6,CX3C chemokine receptor binding
GO:0036317,5,3,tyrosyl-RNA phosphodiesterase activity
GO:0001791,5,4,IgM binding
GO:0047016,5,5,"cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity"
